cls,path,ext,n_vertices,n_faces,n_triangles,face_type,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z,extent_x,extent_y,extent_z,bbox_diag
AircraftBuoyant,data\AircraftBuoyant\m1337.obj,.obj,201,340,340,triangles,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.8892340064048767,0.9750000238418579,0.8892340064048767,0.8642340060323477,0.9500000234693289,0.8642340060323477,1.547998991910901
AircraftBuoyant,data\AircraftBuoyant\m1338.obj,.obj,8761,16960,16960,triangles,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.9330580234527588,0.9750000238418579,0.9379010200500488,0.9080580230802298,0.9500000234693289,0.9129010196775198,1.6001430216078674
AircraftBuoyant,data\AircraftBuoyant\m1339.obj,.obj,1878,2790,2790,triangles,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.6070719957351685,0.9750000238418579,0.6268119812011719,0.5820719953626394,0.9500000234693289,0.6018119808286428,1.266288084381301
AircraftBuoyant,data\AircraftBuoyant\m1340.obj,.obj,778,1454,1454,triangles,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.367686003446579,0.9750000238418579,0.36768901348114014,0.34268600307404995,0.9500000234693289,0.3426890131086111,1.066475269755444
AircraftBuoyant,data\AircraftBuoyant\m1341.obj,.obj,424,824,824,triangles,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.3795750141143799,0.9750000238418579,0.3795750141143799,0.35457501374185085,0.9500000234693289,0.35457501374185085,1.0742192166088786
AircraftBuoyant,data\AircraftBuoyant\m1342.obj,.obj,1252,2302,2302,triangles,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.6115869879722595,0.9750000238418579,0.6093599796295166,0.5865869875997305,0.9500000234693289,0.5843599792569876,1.2601828930636532
AircraftBuoyant,data\AircraftBuoyant\m1343.obj,.obj,178,344,344,triangles,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.7109209895133972,0.9750000238418579,0.7109209895133972,0.6859209891408682,0.9500000234693289,0.6859209891408682,1.3577463869514437
AircraftBuoyant,data\AircraftBuoyant\m1344.obj,.obj,1061,1914,1914,triangles,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.6740990281105042,0.9750000238418579,0.6740999817848206,0.6490990277379751,0.9500000234693289,0.6490999814122915,1.3210451840385882
AircraftBuoyant,data\AircraftBuoyant\m1345.obj,.obj,3174,6000,6000,triangles,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.6012769937515259,0.9750000238418579,0.6012769937515259,0.5762769933789968,0.9500000234693289,0.5762769933789968,1.2516750340194527
AircraftBuoyant,data\AircraftBuoyant\m1346.obj,.obj,742,1374,1374,triangles,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.32207900285720825,0.3547250032424927,0.9750000238418579,0.2970790024846792,0.32972500286996365,0.9500000234693289,1.0485583225679986
AircraftBuoyant,data\AircraftBuoyant\m1347.obj,.obj,3052,6042,6042,triangles,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.31208598613739014,0.4198809862136841,0.9750000238418579,0.2870859857648611,0.39488098584115505,0.9500000234693289,1.068105519503195
AircraftBuoyant,data\AircraftBuoyant\m1348.obj,.obj,747,1382,1382,triangles,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.3216930031776428,0.3549579977989197,0.9750000238418579,0.2966930028051138,0.32995799742639065,0.9500000234693289,1.0485223233536207
