cls,path,ext,n_vertices,n_faces,n_triangles,face_type,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z,extent_x,extent_y,extent_z,bbox_diag
AircraftBuoyant,step2_results\resampled\AircraftBuoyant\m1337_simplified.obj,.obj,9045,17608,17608,triangles,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.8892340064048767,0.9750000238418579,0.8892340064048767,0.8642340060323477,0.9500000234693289,0.8642340060323477,1.547998991910901
AircraftBuoyant,step2_results\resampled\AircraftBuoyant\m1338_kept.obj,.obj,8761,16960,16960,triangles,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.9330580234527588,0.9750000238418579,0.9379010200500488,0.9080580230802298,0.9500000234693289,0.9129010196775198,1.6001430216078674
AircraftBuoyant,step2_results\resampled\AircraftBuoyant\m1339_refined.obj,.obj,6260,11160,11160,triangles,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.6070719957351685,0.9750000238418579,0.6268119812011719,0.5820719953626394,0.9500000234693289,0.6018119808286428,1.266288084381301
AircraftBuoyant,step2_results\resampled\AircraftBuoyant\m1340_simplified.obj,.obj,9014,17703,17703,triangles,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.367686003446579,0.9750000238418579,0.36768901348114014,0.34268600307404995,0.9500000234693289,0.3426890131086111,1.066475269755444
AircraftBuoyant,step2_results\resampled\AircraftBuoyant\m1341_refined.obj,.obj,6622,13184,13184,triangles,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.3795750141143799,0.9750000238418579,0.3795750141143799,0.35457501374185085,0.9500000234693289,0.35457501374185085,1.0742192166088786
AircraftBuoyant,step2_results\resampled\AircraftBuoyant\m1342_simplified.obj,.obj,9120,17646,17646,triangles,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.6115869879722595,0.9750000238418579,0.6093599796295166,0.5865869875997305,0.9500000234693289,0.5843599792569876,1.2601828930636532
AircraftBuoyant,step2_results\resampled\AircraftBuoyant\m1343_simplified.obj,.obj,9001,17990,17990,triangles,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.7109209895133972,0.9750000238418579,0.7109209895133972,0.6859209891408682,0.9500000234693289,0.6859209891408682,1.3577463869514437
AircraftBuoyant,step2_results\resampled\AircraftBuoyant\m1344_simplified.obj,.obj,9081,17353,17353,triangles,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.6740990281105042,0.9750000238418579,0.6740999817848206,0.6490990277379751,0.9500000234693289,0.6490999814122915,1.3210451840385882
AircraftBuoyant,step2_results\resampled\AircraftBuoyant\m1345_simplified.obj,.obj,9028,17467,17467,triangles,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.6012769937515259,0.9750000238418579,0.6012769937515259,0.5762769933789968,0.9500000234693289,0.5762769933789968,1.2516750340194527
AircraftBuoyant,step2_results\resampled\AircraftBuoyant\m1346_simplified.obj,.obj,9034,17688,17688,triangles,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.32207900285720825,0.3547250032424927,0.9750000238418579,0.2970790024846792,0.32972500286996365,0.9500000234693289,1.0485583225679986
AircraftBuoyant,step2_results\resampled\AircraftBuoyant\m1347_simplified.obj,.obj,9021,17781,17781,triangles,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.31208598613739014,0.4198809862136841,0.9750000238418579,0.2870859857648611,0.39488098584115505,0.9500000234693289,1.068105519503195
AircraftBuoyant,step2_results\resampled\AircraftBuoyant\m1348_simplified.obj,.obj,9035,17679,17679,triangles,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.3216930031776428,0.3549579977989197,0.9750000238418579,0.2966930028051138,0.32995799742639065,0.9500000234693289,1.0485223233536207
AircraftBuoyant,step2_results\resampled\AircraftBuoyant\m1349_simplified.obj,.obj,9028,16698,16698,triangles,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.9750000238418579,0.3852030038833618,0.2736479938030243,0.9500000234693289,0.3602030035108328,0.24864799343049526,1.0459790021635051
AircraftBuoyant,step2_results\resampled\AircraftBuoyant\m1350_simplified.obj,.obj,9003,17525,17525,triangles,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.9750000238418579,0.2913169860839844,0.3050220012664795,0.9500000234693289,0.26631698571145535,0.28002200089395046,1.02559109905206
